3.852831,-4.096736,-2.165801,0.000000
-1.386546,1.499733,-4.099774,0.000000
-4.556334,-3.665592,2.501289,0.000000
-3.110257,4.206114,3.859427,0.000000
-0.689583,-0.305288,2.745201,0.000000
4.502803,-1.742157,-3.561135,0.000000
0.397182,1.105362,0.487748,0.000000
-3.091833,-3.184427,-1.233326,0.000000
2.942815,-4.403413,-2.672986,0.000000
4.886223,0.639351,1.754208,0.000000
3.322556,0.391569,-2.354860,0.000000
2.356712,-3.243822,2.641830,0.000000
0.105234,2.460238,-3.188095,0.000000
0.189669,-1.923220,-3.886267,0.000000
2.518605,2.202976,0.214797,0.000000
2.449095,-0.122500,-1.477492,0.000000
-2.542375,-1.233743,2.762723,0.000000
4.959956,2.920804,2.813695,1.000000
-4.854162,0.008876,-2.363113,0.000000
-0.293117,-4.376641,0.952047,0.000000
-0.819445,-0.638028,-1.277247,0.000000
2.520920,0.150458,-0.085947,0.000000
4.569582,-4.931252,2.186400,1.000000
4.234932,3.527990,3.777187,1.000000
1.567514,2.336850,4.777847,0.000000
0.606028,-0.967630,-4.981829,0.000000
4.877029,-4.469547,-3.559247,1.000000
-4.672969,2.674901,3.108775,0.000000
-1.673903,1.195460,3.326979,0.000000
0.443725,1.513424,2.654241,0.000000
-3.062243,4.487545,3.256124,0.000000
-3.984108,-3.807172,2.404258,0.000000
3.718394,-0.233429,0.984396,0.000000
0.344585,2.100495,-1.827021,0.000000
3.849387,-0.281435,-1.138011,0.000000
-2.367677,-2.790910,-4.021894,0.000000
-4.193257,0.267595,0.131717,0.000000
2.356199,4.530888,4.486357,0.000000
2.437778,-0.285832,-3.006558,0.000000
0.637661,1.538566,-2.169269,0.000000
-4.499822,-3.094291,1.268784,0.000000
-3.639475,2.943930,-4.295466,0.000000
-3.710435,0.249534,2.279811,0.000000
-3.090341,-4.386799,-2.978477,0.000000
2.390295,-2.828476,-2.420538,0.000000
-2.124453,-3.600348,-3.195284,0.000000
3.262350,-2.611034,1.223672,0.000000
-2.995305,4.886680,-3.562841,0.000000
3.250360,-3.501843,-2.610217,0.000000
-1.759925,-2.774836,-2.449330,0.000000
2.195905,3.379850,4.475260,0.000000
-0.460902,-3.799014,4.394234,0.000000
2.314732,-3.423116,-0.002480,0.000000
-3.339158,-1.979620,2.019931,0.000000
-3.681351,2.504956,-2.424372,0.000000
-2.018117,0.499257,-0.879603,0.000000
2.334548,-0.216740,-1.443753,0.000000
4.699813,2.541160,2.473542,1.000000
0.935613,1.118567,-0.282803,0.000000
0.990515,0.348330,-4.681597,0.000000
0.052460,1.600033,-2.397561,0.000000
-2.704825,4.455879,3.681474,0.000000
0.594267,-3.432784,-4.269640,0.000000
3.210198,-2.631416,-0.885489,0.000000
-1.804521,3.366919,-1.939639,0.000000
1.779052,-3.297486,0.094352,0.000000
0.353898,1.936181,-4.083494,0.000000
-3.344825,0.015824,4.170219,0.000000
-2.433255,-0.760653,0.705377,0.000000
-2.718505,0.539488,1.001327,0.000000
-0.469811,3.848704,-0.065237,0.000000
